0,Classically the performance limits of communications networks are studied by using a framework of information theory -- a science put forth by the pioneering engineer and scientist Claude Shannon 
1,Third it will explore the strategies such workers use to accommodate challenge workplace expectations that may be affected by their religious expression 
0,Uncovering what pressures organisms are responding to and how they are responding is fundamental to our understanding of how organisms react to rapid environmental change and will affect conservation efforts The fellow is combining museum specimens of the native bee Ceratina calcarata from the past hundred years with climate and land use data to reconstruct how bee populations have responded to environmental change 
0,To this end the research builds on the previously fruitful methodology to connect these interactions with the observed population phenotypes 
1,The research project integrates state-of-the-art knowledge and modeling capabilities in climate hydrologic agronomic biogeochemical engineering and economic sciences 
1,In this project researchers will study the effect of external perturbations by nitrite sulfide and recalcitrant carbon on ANAMMOX process stability 
1,With a relatively small drainage area < 500 km2) uniform bedrock and a known history of climate and base level variation the study area offers an unparalleled natural experiment that scales well to a LEM exploring the geomorphic and sedimentologic responses to tectonic forcings in a system with low source storage 
0,Women spend far more time with their children today than in the past several decades 
0,Broader impacts include developing novel and widely applicable methodology to understand multicellular patterns cross-disciplinary training for participating students and educational and outreach activities based on the research results and methods This award reflects NSF s statutory mission and has been deemed worthy of support through evaluation using the Foundation s intellectual merit and broader impacts review criteria 
1,The proposed approach explicitly incorporates interdependency human-centric and extremality hypotheses to enable deeper understanding of the natural-socioeconomic interactions underpinning China s FEW systems resilience and sustainability 
0,The high cost to parenting may create tensions between investment in children and investment in self 
0,The proposed work will advance knowledge by developing a unified view of communication networks through the lens of information and estimation theories 
0,Nitrification and denitrification have been used for N removal in wastewater treatment plants for decades 
0,Actionable strategies for improving both U S and China s agricultural economic and environmental sustainability must be developed through better understanding of how their mutual interactions with climate affect the evolution of the coupled FEW systems 
0,Additionally while most studies have not considered if species have been responding genetically to climate change this study sheds light on whether temperature or resource abundance is causing populations to evolve 
1,This project focuses on solving one of the fundamental problems of modern developmental biology: how individual cells self-organize into multicellular structures 
0,The emphasis of the mathematical component of this research is on the advancement of agent-based and kinetic models that go beyond the existing oversimplified models of the phenomena that postulate and analyze a single mechanism for self-organization 
0,This soil bacterium is tractable and has a relatively simple genome and as such is an excellent model system to develop novel mathematical models and experimentally test their predictions 
1,Thermoacoustic systems involve no combustion and therefore mitigate major concerns over the environmental footprint of fossil-fuel-based energy in the U S economy 
1,Three principal research questions are addressed: 1) How intensive mothering beliefs and behaviors affect maternal physical health; 2) How the effects in 1) vary by social class and employment status; and 3) How the relationship between intensive mothering and child health is affected by maternal physical health 
1,Minimal rigorous research has been conducted on the effect of various supports for quality mathematics instruction and providing guidance on the development and use of Elementary Mathematics Specialists EMSs) on student achievement 
1,The overarching goal of this project is to develop evaluate and apply a coupled modeling framework to address the adaptability of China s Food production-Energy development-Water supply systems CFEW) 
0,However this process is highly energy intensive 
0,Member of religious groups sometimes perceive and experience hostility and discrimination at work 
0,Graduate undergraduate and K-12 students will obtain industrial and entrepreneurial experiences though this collaboration 
0,Across species and the globe animal body size has decreased suggesting a response to some major environmental change occurring over the past 50-100 years 
0,Under starvation M xanthus cells coordinate their movement in space and time bringing tens of thousands of cells together into multicellular aggregates to differentiate into spores 
0,This action funds an NSF Postdoctoral Research Fellowship in Biology for FY 2019 Research Using Biological Collections 
1,Disordered systems are also used in modeling many other micro and macro effects: from quantum localization to earthquakes 
0,Using image measurements to understand and acquire properties of the physical world such as the shape of an object the reflectance of a surface or the lighting in a room) is a critical capability for many sciences including medicine material fabrication remote sensing robotics autonomous navigation architectural design computer graphics and computer vision 
0,This is due in part to concerns about process inhibition due to external perturbations 
1,This objective of this research project is to benefit the national interests by advancing the field of thermoacoustic energy generation using innovative concepts in metamaterials and acoustic wave control 
0,Determining which model is best in certain contexts provides a focus for the expansion of mathematics support 
1,Additionally the project will contribute towards broadening participation in computing through targeted involvement in existing programs in the participating institutions that focus on outreach to female students first-generation students and students from traditionally underrepresented minorities This project aims to transform physical acquisition pipelines by creating general-purpose computational tools that enable efficient and robust inference 
1,This project is expected to elucidate some of the general mechanisms behind the collective behavior of motile cells in other organisms and to develop widely applicable mathematical approaches 
0,Young researchers including graduate students will be involved in this project The PI will work on a variety of topics centered around degenerations of algebraic varieties and functorial geometrically meaningful compactifications of their moduli spaces 
1,The theory-based insight into learning phenomena will produce a qualitatively better understanding of how to interpret data how to design new experiments what variables should be targeted in measurements as well as how to minimize use of animals and in general how to optimize use physical and intellectual resources This award reflects NSF s statutory mission and has been deemed worthy of support through evaluation using the Foundation s intellectual merit and broader impacts review criteria 
1,Several tools will be created by the project - a leadership rubric designed to measure changes in EMS mathematics leadership because of the project and a 5-part teacher survey designed capture EMS leadership skills pedagogical content knowledge use of research-based practices and school climate for mathematics learning as well as implementation issues The Discovery Research K-12 program DRK-12) seeks to significantly enhance the learning and teaching of science technology engineering and mathematics STEM) by preK-12 students and teachers through research and development of innovative resources models and tools 
1,Using mathematical and biological approaches the team will uncover interactions that control different stages of developmental self-organization: 1) pre-aggregation cell alignment and formation of cellular streams; 2) formation and growth of initial aggregates; and 3) aggregate coarsening dispersal and pulsing 
0,However these correlations fall short of causal explanations: to date there exist no mechanisms connecting recordings in individual neurons and synapses with cognitive learning dynamics 
1,The project involves the continuing development of non-perturbative methods for the proofs of localization type effects both in Schrodinger operators and in quantum spin systems percolation and contact processes in disordered environments as well as for the study of absolutely continuous spectrum This award reflects NSF s statutory mission and has been deemed worthy of support through evaluation using the Foundation s intellectual merit and broader impacts review criteria 
1,; 2) What is the effect of the intervention on teachers use of research-based instructional practices?
1,This project will significantly enhance our understanding of the ANAMMOX process potentially leading to successful full-scale applications in the United States 
1,; 3) What is the effect of the intervention on a school s ability to sustain ongoing professional learning for teachers?
1,The project concerns the anomalous spectral and diffusive properties of quasiperiodic and other deterministic and random structures 
1,The realization of thermoacoustic systems has the potential to impact a wide range of applications including space power generation solar energy scavenging and waste heat recovery 
0,This conference is part of a series of annual conferences devoted to the area of permutation patterns 
0,Almost all thermoacoustic systems suffer from two inherent limitations: Low power density and design complexity 
1,The primary objectives are to: 1) develop CFEW to represent the multi-scale interactions and coevolution of regional FEW systems with climate and hydrologic processes responding to major environmental factors and human interventions; 2) understand key feedback mechanisms driving FEW systems and regional differences linking natural variations with human activities; 3) determine potential thresholds in these systems at which changes to human activities damage China s food energy and water security and overall system resilience and adaptability and 4) identify sustainable food and energy production pathways under limited land water resources along with effective uses of the diversion water to contain these damages This award reflects NSF s statutory mission and has been deemed worthy of support through evaluation using the Foundation s intellectual merit and broader impacts review criteria 
0,This research will provide those training opportunities for all participants facilitated by close interactions such as joint meetings and trainee collaborations 
0,On the one hand physics-based algorithms try to analytically model and then invert the physics underlying the process of how a scene of certain parameters produces measured images; these algorithms are generally accurate but require a lot of computation 
0,Each year the conference will feature two plenary one-hour speakers and a number of contributed talks each thirty minutes long 
1,An integral part of the project concerns educating graduate students and other young researchers 
1,By providing new insights and tools for studying optimal information flow over the networks via estimation theoretic techniques this research has the potential not only to advance theory but also to improve latency energy efficiency and robustness of emerging IoT applications 
1,The U S -China comparison will determine the importance of human activities in enhancing or reducing FEW system resilience and thereby to provide science-based decision support to navigate sustainable resources use for food and energy crops production 
0,The key attractive feature of the proposed network transform is that the underlying estimation theoretic optimization problem is a tractable one 
1,Portland Public Schools PPS) Portland State University and RMC Research Corporation will study the Developing Leaders Transforming Practice DLTP) intervention which aims to improve teachers instructional practices increase student mathematics understanding and achievement 
0,Researchers will present their new results and there will be time for open discussions to explore unsolved problems in the field 
0,Hillslopes are prone to landslides during both earthquakes and violent storms sending large amounts of sediment into the rivers 
0, Despite over three decades of extensive research several factors still prevent widespread implementation of the ANAMMOX process for wastewater treatment 
0,flanking community) in ANAMMOX enrichments 
0,Excessive nitrogen N) releases from wastewater treatment plants can lead to ecosystem harm through eutrophication 
1,The project will address past contradictory evidence on motherhood social class and employment status 
1,This project examines how the visibility of religious identities affects professional women and men in the workplace 
1,This award supports travel to the conference by students and early career mathematicians from the United States 
0,ANAMMOX has been adopted internationally with several full-scale plants currently operational 
0,The website for the 2019 conference is at https: sites google com view permutation-patterns-2019 and more information about the conference series is available at: https: blogs valpo edu permpat This award reflects NSF s statutory mission and has been deemed worthy of support through evaluation using the Foundation s intellectual merit and broader impacts review criteria 
0,This sediment is transported downstream to a narrow densely-populated coastal strip where it spreads out forming a delta at sea level 
0,The desirable acoustic conditions are achieved without additional bulk structures 
1,The goal of this project is to elucidate the complete functional gene network under different perturbations in the ANAMMOX process 
1,This study has the potential to provide benefits both within and beyond PPS as it informs the preparation and use of EMSs 
1,Such systems have the potential to revolutionize modern-era energy generation by providing a clean and sustainable alternative to traditional energy systems 
1,The project also includes an education and outreach program that is tightly coupled to the research objectives and which takes the form of courses summer workshops and lab visits for K-12 students intended to introduce them to science at an early stage and encourage STEM education 
0,This work will combine tools from dynamic systems theory with state-of-the-art experimental and laboratory-scale investigations This award reflects NSF s statutory mission and has been deemed worthy of support through evaluation using the Foundation s intellectual merit and broader impacts review criteria 
1,Widespread adoption of project outcomes will be encouraged by making new software publicly available as well as by offering tutorials and workshops in computer graphics vision and imaging conferences 
1,The proposed topics include studying properties of both highly and weakly disordered systems of Quantum Mechanics that demonstrate certain anomalous behavior 
1,The project team will evaluate the efficacy and use of EMSs by testing four implementation models that consider the various ways EMSs are integrated into schools 
0,Even though individual bacterial cells are considered to function independently and to be autonomous many bacterial populations will act collectively communicating moving and self-organizing into multicellular structures 
0,The fellow is tracking the temporal changes in body size among these populations to see if size correlates with the average yearly temperature or the local resource abundance 
0,ThermoAcoustic Generators TAGs) are devices engineered to spontaneously generate powerful sound waves from a heat source which are then harnessed as electricity or mechanical motion 
0,Students will be engaged in all aspects of the project and collaborate with senior scientists in both U S and China teams preparing these broadly trained researchers on new approaches critical for the future 
1,The findings from this research will provide future directions for polymer and non-fullerene acceptor synthesis and the design of high efficiency organic electronic devices for solar cell applications 
0,Additionally the fellow is mentoring graduate and undergraduate students in using biological collections experimental design hypothesis testing and manuscript preparation and publishing as well as developing inquiry-based science modules in collaboration with local middle schools This award reflects NSF s statutory mission and has been deemed worthy of support through evaluation using the Foundation s intellectual merit and broader impacts review criteria 
1,The emerging internet of things IoT) paradigm is predicted to support extremely large networks with a massive number of devices 
0,The central part of the project is the study of functorial compactifications of moduli spaces of K-trivial varieties such as K3 surfaces hyperkahler varieties Calabi-Yau varieties and abelian varieties including both explicit descriptions of these compactifications as well as their properties such as Kodaira dimension and canonical models 
0,More recently treatment plants have sought to utilize ANaerobic AMMonia OXidation ANAMMOX) to remove N with less energy 
0,The 17th International Conference on Permutation Patterns will be held at University of Zurich in Switzerland from June 17 to June 21 2019 
1,The project provides support for graduate students early career post-doctoral researchers and educational outreach to underrepresented groups at the K-12 level This project focuses on the construction of a source to sink landscape evolution model LEM) informed by sediment yield and rock-magnetic cyclostratigraphic data to explore how quasi-periodic and stochastic tectonic forcings are encoded shredded propagated and preserved in sedimentary archives 
